                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3187,                 1.7445,                 2.1556,                0.90029,                0.95079,                  0.989,                0.98626,                0.29492,                0.51008,                0.57526,               0.000555,               0.000555,               0.000555
